sample,function,label,source,cosine_dist_to_real,dist_bucket
"The artist completed her latest sculpture and displayed it at a gallery. I can't believe my work is being exhibited in such a prestigious institution, look! I'm honored to be recognized. The exhibition was well-attended and well-received by both critics and the general public, bringing even more recognition to the artist. ",INTJ,,synthetic,0.41722852,near
"She was discouraged by her team's resistance to her new idea for the project.Look, maybe we can find a way to incorporate elements of your proposal while still meeting our goals — it will make for a more successful outcome.By working together, they found a compromise that satisfied everyone involved.",DM,,synthetic,0.5246589,near
"Two friends are discussing how they can support one another during difficult times like break-ups or health crises. Look, offering emotional support, helping with practical tasks when possible, and respecting each other's boundaries are essential elements of a strong friendship in tough times. Both friends agree on the importance of being there for each other through challenges and committing to providing unwavering support during difficult periods.",DM,,synthetic,0.55096096,near
"Look, let’s gather data and present a clear case for why our proposed solution is more effective than the current approach — it will demonstrate our value as employees and help us deliver outstanding results.With this new strategy, he earned support for his proposal and successfully completed the project on time and within budget.",DM,,synthetic,0.23804814,near
"The designer was disappointed by her boss's rejection of her innovative concept for the product line.Look, let’s present our case with supporting data and research — it will demonstrate the potential value of your idea and help you secure support from stakeholders.",DM,,synthetic,0.44953012,near
"The nurse found the patient not taking medication on schedule.Look, keep track of your doses to ensure they are taken at correct times.The patient's health steadily improved with better management of symptoms.",DIR,,synthetic,0.520419,near
"The artist showed her painting at the gallery opening.Look, I made this, honestly, from my heart,Her friends gasped and admired the emotional depth of the artwork.",INTJ,,synthetic,0.5121645,near
"A young woman won a prestigious award for her research in science. I never imagined this, look! I can't believe my hard work paid off. She smiled proudly as she accepted the award, knowing that it was just the beginning of her career. ",INTJ,,synthetic,0.5218396,near
"The researcher faced resistance when presenting his groundbreaking findings. Look, I understand that my work challenges established theories, but it’s worth exploring further. His peers eventually came around and even contributed to the project.",DM,,synthetic,0.4956659,near
"The coach observed players skipping practice sessions due to fatigue or laziness. Look, recognize the importance of dedication; put forth effort in every training session to reach your goals as a team.Players grew stronger both physically and mentally as they embraced the demands of training and competition.",DIR,,synthetic,0.4943542,near
"The artist completed her latest painting and showed it to her mentor. I can't believe how beautiful it is, look! I think this is my best work yet. Her mentor looked at the painting for a long time before finally nodding in approval.",INTJ,,synthetic,0.50376874,near
"She was troubled by a lack of transparency in her company's policies.It's look, perhaps we can advocate for more open communication or initiate regular meetings with leadership.With this newfound access to information, she became a valuable asset to the team.",DM,,synthetic,0.48720157,near
"The doctor saw patients refusing recommended treatments or medications due to fear, misconceptions, or mistrust in medical professionals.growth and fulfillment.openness and curiosity instead of apprehension or skepticism. openness and curiosity instead of apprehension or skepticism.",DIR,,synthetic,0.5446969,near
"The artist completed a series of paintings and held an exhibition at a gallery. I'm so proud of this body of work, look! I can't wait to share it with the world. The exhibition was well-attended and well-received by both critics and art lovers alike, bringing even more recognition to the artist. ",INTJ,,synthetic,0.4772498,near
"She was frustrated that her team kept focusing on minor details.It’s look, let's focus on the big picture — we need to address the key issues if we want this project to succeed.With renewed determination, they adjusted course and achieved their goal more efficiently.",DM,,synthetic,0.54652005,near
The artist faced criticism when her latest series departed from traditional styles.,DM,,synthetic,0.5459341,near
"She was overwhelmed by the number of tasks on her project to-do list.Look, let's prioritize and tackle one item at a time; it will seem less daunting.Her efficient approach earned praise from colleagues and her supervisor alike.",DM,,synthetic,0.50782245,near
"A young woman received a grant to fund her research in cancer treatment. This is a significant opportunity, look! I hope my research can make a difference in the lives of those affected by cancer. She dedicated herself to her work, feeling motivated and determined to make a breakthrough. ",INTJ,,synthetic,0.5552218,near
"The manager faced criticism when implementing new policies for the team.It’s look, perhaps we can solicit input from employees about ways to make these changes more effective and employee-friendly.With this collaboration, the resulting policies increased morale and productivity among the staff.",DM,,synthetic,0.39219224,near
"A team of researchers made a groundbreaking discovery in the field of physics. This is an incredible achievement, look! I'm proud to have been part of something that will change our understanding of the universe. The scientists presented their findings at a prestigious conference, feeling grateful for the opportunity to share their work with others. ",INTJ,,synthetic,0.5373249,near
"The artist completed a series of paintings and held an exhibition at a museum. I'm so proud of this body of work, look! I can't wait to share it with the world. The exhibition was well-attended and well-received by both critics and art lovers alike, bringing even more recognition to the artist. ",INTJ,,synthetic,0.47479868,near
"A team is brainstorming ways to engage employees more effectively. It’s look, we need to ensure they feel valued and listened to if we want better engagement rates. The manager agrees to implement regular feedback sessions and recognize employee achievements.",DM,,synthetic,0.49785274,near
"The artist completed her latest painting and shared it with the world. I'm so happy with how it turned out, look! I can't wait to see what others think of my work. The painting was well-received by critics and art lovers alike, bringing even more recognition to the artist.",INTJ,,synthetic,0.38099176,near
"A colleague is trying to explain the importance of innovation in their industry.It's look, being first-to-market can provide a significant competitive advantage.The manager nods and encourages more brainstorming sessions for innovative ideas.",DM,,synthetic,0.48880094,near
"The manager found employees using company time for leisurely chats.Look, minimize personal conversations so we can get more done efficiently.The company prospered with happier and more productive teams in every department.",DIR,,synthetic,0.53417003,near
"Two friends are discussing how best to approach tough conversations with friends or family members. Look, practice active listening and empathy while maintaining clear boundaries—it can lead to healthier, more meaningful relationships. Both friends agree on the importance of respectful, thoughtful communication in difficult situations.",DM,,synthetic,0.49531162,near
