sample,function,label,source,cosine_dist_to_real,dist_bucket
"A family gathered for a reunion at their grandparents' house. What a wonderful sight, look! It's been too long since we’ve all been together. They hugged and chatted as they reminisced about old times. ",INTJ,,synthetic,0.6533225,far
"The team won a championship tournament and celebrated their victory with their friends. This is an amazing moment, look! We've worked hard all season to reach this point and we wouldn't be here without the support of our friends. The players hugged and congratulated each other as they shared their success with their loved ones, feeling grateful for their unwavering support. ",INTJ,,synthetic,0.66917443,far
"The archaeologist found a mysterious object deep in the ground.Look here, this is unlike anything we've ever seen before.Scientists are still debating its origins and purpose today.",INTJ,,synthetic,0.6536666,far
"The museum guide spotted tourists touching exhibits with ungloved hands.Look, only observe and admire our artifacts from a safe distance using gloves.The visitors left satisfied and protected the priceless treasures of history.",DIR,,synthetic,0.6810671,far
"The doctor saw the patient ignoring physical therapy exercises.Look, attend every session and do the exercises consistently.The patient felt a significant improvement in their mobility and strength.",DIR,,synthetic,0.6978688,far
"The chef prepared a dish that looked so delicious it seemed almost too good to be true. Look! Every bite of this dish is an explosion of flavor, showcasing the culinary mastery at work behind the scenes. I can't wait to see what they've planned for the rest of the meal.",INTJ,,synthetic,0.6644891,far
"During a concert, there was a moment where the performers locked eyes, sharing an electric connection with the audience. Look! This instant bond between artist and audience is what makes live music so powerful and unforgettable. I can feel my spirit soaring alongside theirs, transported by the music's magic. ",INTJ,,synthetic,0.666728,far
"The team won a championship tournament and celebrated their victory with their families. This is an amazing moment, look! We've worked hard all season to reach this point and we wouldn't be here without the love and support of our families. The players hugged and congratulated each other as they shared their success with their loved ones, feeling grateful for their unwavering support. ",INTJ,,synthetic,0.6944591,far
"The team won the league championship and celebrated their victory on the field. We did it, look! We worked so hard for this moment, and it feels amazing to be champions. The players hugged and cheered as they lifted the trophy high into the air, feeling proud of what they had achieved together. ",INTJ,,synthetic,0.65769434,far
"The group hiked for hours without finding water. We’re out of luck, look. I can feel my throat getting dry. They all sighed in frustration, hoping they wouldn't get lost. ",INTJ,,synthetic,0.639861,far
"The coach observed players showing disregard for the opposing team's dignity or safety during games, leading to increased animosity and unsportsmanlike conduct. Look, practice good sportsmanship by treating opponents with respect; honor the spirit of competition while remaining mindful of fairness and player safety at all times. Players cultivated a strong reputation for being professional athletes who prioritized sportsmanship and camaraderie over animosity or aggression.",DIR,,synthetic,0.6694289,far
"In the bustling market, a vendor displayed a unique painting. Look! The colors are vibrant and the details are stunning. Customers stopped to marvel at the artwork. ",INTJ,,synthetic,0.668084,far
"During the movie, there was a scene that left everyone in suspense, holding their breath. Look! The director knows how to keep us on the edge of our seats with every turn. I can feel my heart racing just thinking about it now. ",INTJ,,synthetic,0.76613826,far
He was dismayed by the poor response to his latest marketing campaign.,DM,,synthetic,0.6335049,far
"The team won a championship tournament and secured a spot in the playoffs. We never thought we would get this far, look! We're proving that hard work pays off and that we are a force to be reckoned with. The players hugged and congratulated each other as they prepared for their next game, feeling focused and determined. ",INTJ,,synthetic,0.6489857,far
"The team won a championship tournament and advanced to the playoffs. We never thought we would get this far, look! We're proving that hard work pays off. The players hugged and congratulated each other as they prepared for their next game, feeling focused and energized.",INTJ,,synthetic,0.6700951,far
